Origin Airport,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination Airport,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing Airline,Operating Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Flight Duration (mins),Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance (N.Mil)
EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,NW,CO,NORTHWEST AIRLINES INC.,Cobaltair Ltd,YES,M80,MCDONNELL-DOUGLAS,6619,20001105,20001105,17:10,19:12,122,C,M,Y, ------7 ,AIR,1,,,427.0
BRU,BRUSSELS AIRPORT,BRUSSELS,BELGIUM,WESTERN EUROPE,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,SN,QG,Brussels Airlines,PT. Citilink Indonesia,NO,AR1,Avro,3157,20010301,20010324,10:35,12:05,90,,1, , 1234567 ,AIR,7,574.0,0.2,356.0
ARN,ARLANDA AIRPORT,STOCKHOLM,SWEDEN,WESTERN EUROPE,XEW,FLEMINGSBERG RAILWAY STATION,STO FLEMINGSBERG,SWEDEN,WESTERN EUROPE,SK,9B,Scandinavian Airlines System,AccesRail and Partner Railway,YES,TRN,Surface Equipment,6069,20010301,20010324,20:30,21:04,34,TN,,Y, 1234567 ,TRAIN,7,,,
GEG,SPOKANE INTERNATIONAL AIRPORT,SPOKANE,UNITED STATES,NORTH AMERICA,PDX,PORTLAND INTERNATIONAL AIRPORT,PORTLAND,UNITED STATES,NORTH AMERICA,WN,WN,Southwest Airlines Co,Southwest Airlines Co,NO,73G,BOEING,1733,20010301,20010331,18:50,19:55,65,,, , 1234567 ,AIR,7,959.0,0.23,243.0
MCT,MUSCAT INTERNATIONAL AIRPORT,MUSCAT,OMAN,GULF,DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,SD,SD,Sudan Airways Co. Ltd.,Sudan Airways Co. Ltd.,NO,AB3,AIRBUS,240,20001101,20001130,22:15,23:05,50,,1, , ----5-- ,AIR,1,275.0,0.05,189.0
SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,CLM,W.R. FAIRCHILD INTERNATIONAL AIRPORT,PORT ANGELES,UNITED STATES,NORTH AMERICA,AS,HB,Alaska Airlines,Asia Atlantic Airlines Co. Ltd,NO,CNC,Cessna,4545,20010301,20010331,18:50,19:30,40,,, , 1234567 ,AIR,7,84.0,0.01,63.0
RGN,MINGALADON INTERNATIONAL AIRPORT,YANGON,MYANMAR (BURMA),SOUTHEAST ASIA,CNX,CHIANG MAI INTERNATIONAL AIRPORT,CHIANG MAI,THAILAND,SOUTHEAST ASIA,6T,6T,Air Mandalay Ltd.,Air Mandalay Ltd.,NO,ATR,ATR,12,20010301,20010331,16:30,18:10,70,,, , -2--5-- ,AIR,2,92.0,0.02,198.0
BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOSTON,UNITED STATES,NORTH AMERICA,MKE,GENERAL MITCHELL INTERNATIONAL AIRPORT,MILWAUKEE,UNITED STATES,NORTH AMERICA,YX,YX,"Republic Airline, Inc","Republic Airline, Inc",NO,D9S,MCDONNELL-DOUGLAS,204,20001101,20001121,13:15,14:45,150,A,, , 12345-- ,AIR,5,550.0,0.41,748.0
SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,IAD,DULLES INTERNATIONAL AIRPORT,WASHINGTON,UNITED STATES,NORTH AMERICA,AC,UA,Air Canada,"United Airlines, Inc.",YES,777,BOEING,4096,20001101,20001130,8:00,15:52,292,N,,Y,1234567,AIR,7,,,2106.0
HPB,HOOPER BAY AIRPORT,HOOPER BAY,UNITED STATES,NORTH AMERICA,VAK,CHEVAK AIRPORT,CHEVAK,UNITED STATES,NORTH AMERICA,AS,7H,Alaska Airlines,Corvus Airlines Inc. dba Ravn Alaska,NO,DHT,De Havilland Canada,4861,20001101,20001130,10:25,10:40,15,,, ,1234567,AIR,7,126.0,0.0,17.0
MAA,CHENNAI INTERNATIONAL AIRPORT,CHENNAI,INDIA,ASIA SUB-CONTINENT,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AI,AI,Air India Limited,Air India Limited,NO,310,AIRBUS,436,20001102,20001130,14:20,20:45,235,I,1, , ---4--- ,AIR,1,210.0,0.33,1580.0
SUV,NAUSORI INTERNATIONAL AIRPORT,SUVA,FIJI ISLANDS,PACIFIC,LEV,BURETA AIRPORT,BURETA,FIJI ISLANDS,PACIFIC,PC,PC,Pegasus Hava Tasimaciligi A.S.,Pegasus Hava Tasimaciligi A.S.,NO,DHT,De Havilland Canada,441,20001101,20001130,7:30,7:45,15,,, ,1234567,AIR,7,140.0,0.0,29.0
YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,YXU,LONDON INTERNATIONAL AIRPORT,LONDON,CANADA,NORTH AMERICA,AC,GX,Air Canada,"Guangxi Beibu Gulf Airlines Co., Ltd",NO,DH3,De Havilland Canada,1213,20010301,20010331,13:20,14:04,44,1,, , 123456- ,AIR,6,300.0,0.02,73.0
SCE,UNIVERSITY PARK AIRPORT,STATE COLLEGE,UNITED STATES,NORTH AMERICA,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,KL,XJ,KLM Royal Dutch Airlines,Thai Airasia X Company Limited,YES,SF3,Saab,5955,20001101,20001123,16:10,17:59,109,,M,Y,1234567,AIR,7,,,263.0
KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,MNL,NINOY AQUINO INTERNATIONAL AIRPORT,MANILA,PHILIPPINES,SOUTHEAST ASIA,MH,MH,Malaysia Airlines Berhad,Malaysia Airlines Berhad,NO,734,BOEING,704,20001101,20001130,10:15,14:10,235,,I1, , 1------ ,AIR,1,144.0,0.19,1345.0
COD,YELLOWSTONE REGIONAL AIRPORT,CODY/YELLOWSTONE,UNITED STATES,NORTH AMERICA,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,NORTH AMERICA,DL,OO,"Delta Air Lines, Inc.",SkyWest Airlines,NO,EM2,EMBRAER,3616,20010301,20010331,06:23,07:50,87,,2, , 1234567 ,AIR,7,210.0,0.06,266.0
PIT,PITTSBURGH INTERNATIONAL AIRPORT,PITTSBURGH,UNITED STATES,NORTH AMERICA,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,US,US,US AIRWAYS INC.,US AIRWAYS INC.,NO,757,BOEING,109,20001101,20001111,9:15,11:23,308,,, ,1234567,AIR,7,1351.0,2.49,1845.0
HNL,HONOLULU INTERNATIONAL AIRPORT,HONOLULU,UNITED STATES,NORTH AMERICA,PPG,PAGO PAGO INTERNATIONAL AIRPORT,PAGO PAGO,SAMOA - AMERICAN,PACIFIC,HA,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,NO,D10,MCDONNELL-DOUGLAS,465,20010301,20010330,18:00,22:20,320,Z,, , 1---5-- ,AIR,2,580.0,1.33,2297.0
BUF,BUFFALO NIAGARA INTERNATIONAL AIRPORT,BUFFALO,UNITED STATES,NORTH AMERICA,LGA,LAGUARDIA AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,US,US,US AIRWAYS INC.,US AIRWAYS INC.,NO,733,BOEING,1975,20010301,20010316,06:10,07:31,81,,US, , 12345-7 ,AIR,6,756.0,0.19,253.0
ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,NORTH AMERICA,SK,UA,Scandinavian Airlines System,"United Airlines, Inc.",YES,757,BOEING,8753,20010301,20010331,18:14,21:46,152,1,,Y, 1234567 ,AIR,7,,,878.0
SAT,SAN ANTONIO INTERNATIONAL AIRPORT,SAN ANTONIO,UNITED STATES,NORTH AMERICA,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,DL,EV,"Delta Air Lines, Inc.","ExpressJet Airlines, Inc.",NO,CRJ,Bombardier,4796,20010301,20010331,19:25,22:38,133,1,, , 1234567 ,AIR,7,350.0,0.27,758.0
MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,SK,JK,Scandinavian Airlines System,Aerolinea Del Caribe S.A. dba Aercaribe S.A.,YES,M80,MCDONNELL-DOUGLAS,3522,20010301,20010323,11:00,14:15,195,1,3, , 12345-7 ,AIR,6,,,1121.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,MH,MH,Malaysia Airlines Berhad,Malaysia Airlines Berhad,NO,744,BOEING,93,20010301,20010322,12:15,16:55,700,,, , 1--4-6- ,AIR,3,1206.0,5.7,4728.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LEJ,LEIPZIG/HALLE AIRPORT,LEIPZIG/HALLE,GERMANY,WESTERN EUROPE,SQ,LH,Singapore Airlines Limited,Deutsche Lufthansa AG,YES,32S,AIRBUS,2066,20010301,20010323,21:35,22:30,55,,,O, --3-5-- ,AIR,2,,,167.0
MRS,MARSEILLE AIRPORT,MARSEILLE,FRANCE,WESTERN EUROPE,AJA,NAPOLEON BONAPARTE AIRPORT,AJACCIO,FRANCE,WESTERN EUROPE,XK,XK,Air Corsica,Air Corsica,NO,100,FOKKER,153,20010301,20010318,09:55,10:45,50,2,, , ------7 ,AIR,1,109.0,0.02,178.0
MAN,MANCHESTER AIRPORT,MANCHESTER,UNITED KINGDOM,WESTERN EUROPE,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BD,BD,Cambodia Bayon Airlines Limited,Cambodia Bayon Airlines Limited,NO,735,BOEING,593,20001101,20001130,18:25,19:20,55,3,1, ,1234567,AIR,7,819.0,0.11,134.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,BIO,BILBAO AIRPORT,BILBAO,SPAIN,WESTERN EUROPE,SK,LH,Scandinavian Airlines System,Deutsche Lufthansa AG,YES,735,BOEING,3341,20001101,20001130,21:00,23:10,130,1,,Y, -2-4567 ,AIR,5,,,628.0
VKO,VNUKOVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,KBP,BORYSPIL INTERNATIONAL  AIRPORT,KIEV,UKRAINE,EASTERN EUROPE,6U,6U,ACG AIR CARGO GERMANY GMBH,ACG AIR CARGO GERMANY GMBH,NO,TU3,Tupolev,1108,20010301,20010331,20:55,21:25,90,,, , 1234567 ,AIR,7,476.0,0.19,400.0
JNU,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,UNITED STATES,NORTH AMERICA,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,NW,AS,NORTHWEST AIRLINES INC.,Alaska Airlines,YES,734,BOEING,4076,20010301,20010331,14:00,17:15,135,,,Y, 1234567 ,AIR,7,,,794.0
MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,TPA,TAMPA INTERNATIONAL AIRPORT,TAMPA,UNITED STATES,NORTH AMERICA,US,17,US AIRWAYS INC.,Piedmont Airlines,NO,DH8,De Havilland Canada,3053,20001101,20001121,7:25,8:35,70,,, , 123456- ,AIR,6,222.0,0.04,175.0
ZTB,TETE-A-LA BALEINE AIRPORT,TETE-A-LA BALEINE,CANADA,NORTH AMERICA,ZLT,LA TABATIERE AIRPORT,LA TABATIERE,CANADA,NORTH AMERICA,RH,RH,Hong Kong Air Cargo Carrier Limited,Hong Kong Air Cargo Carrier Limited,NO,CNA,Cessna,1702,20010301,20010331,15:30,15:40,10,,, , 12345-- ,AIR,5,45.0,0.0,18.0
IND,INDIANAPOLIS INTERNATIONAL AIRPORT,INDIANAPOLIS,UNITED STATES,NORTH AMERICA,CLE,HOPKINS INTERNATIONAL AIRPORT,CLEVELAND,UNITED STATES,NORTH AMERICA,NW,CO,NORTHWEST AIRLINES INC.,Cobaltair Ltd,YES,ATR,ATR,5162,20001101,20001130,9:00,10:25,85,,,Y, 12345-- ,AIR,5,,,229.0
HAM,HAMBURG AIRPORT,HAMBURG,GERMANY,WESTERN EUROPE,ACE,LANZAROTE AIRPORT,LANZAROTE,SPAIN,WESTERN EUROPE,HF,HF,Air Cote D'Ivoire,Air Cote D'Ivoire,NO,738,BOEING,7209,20001105,20001105,12:50,16:15,265,1,, , ------7 ,AIR,1,180.0,0.33,1823.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,PLZ,PORT ELIZABETH AIRPORT,PORT ELIZABETH,SOUTH AFRICA,SOUTHERN AFRICA,DL,SA,"Delta Air Lines, Inc.",South African Airways,YES,73S,BOEING,7037,20001101,20001130,18:15,19:55,100,,,Q, 12345-7 ,AIR,6,,,495.0
GRJ,GEORGE AIRPORT,GEORGE,SOUTH AFRICA,SOUTHERN AFRICA,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,SA,YB,South African Airways,BoraJet Havacilik Tasimacilik Ucak,NO,CRJ,Bombardier,1514,20001104,20001130,12:40,14:25,105,,, , -----6- ,AIR,1,50.0,0.03,564.0
YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,YUL,PIERRE ELLIOTT TRUDEAU INTERNATIONAL AIRPORT,MONTREAL,CANADA,NORTH AMERICA,AC,AC,Air Canada,Air Canada,NO,74E,BOEING,414,20010301,20010301,14:00,15:20,80,2,, , ---4--- ,AIR,1,296.0,0.08,271.0
KHI,JINNAH INTERNATIONAL AIRPORT,KARACHI,PAKISTAN,ASIA SUB-CONTINENT,SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,310,AIRBUS,544,20001101,20001130,2:55,7:05,370,,2, , -2-4--- ,AIR,2,380.0,0.87,2284.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,HAJ,HANNOVER AIRPORT,HANOVER,GERMANY,WESTERN EUROPE,AC,LH,Air Canada,Deutsche Lufthansa AG,YES,321,AIRBUS,9109,20001101,20001130,17:30,18:20,50,1,,O, -23---- ,AIR,2,,,155.0
MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,GVA,GENEVA INTERNATIONAL AIRPORT,GENEVA,SWITZERLAND,WESTERN EUROPE,SK,LH,Scandinavian Airlines System,Deutsche Lufthansa AG,YES,F50,FOKKER,3263,20010301,20010321,19:10,20:50,100,,M,Y, -23---- ,AIR,2,,,262.0
FLL,FT. LAUDERDALE INTERNATIONAL AIRPORT,FORT LAUDERDALE,UNITED STATES,NORTH AMERICA,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,NORTH AMERICA,CO,CO,Cobaltair Ltd,Cobaltair Ltd,NO,757,BOEING,1859,20010301,20010330,09:05,10:45,160,3,C, , 12345-7 ,AIR,6,1050.0,0.88,840.0
ARN,ARLANDA AIRPORT,STOCKHOLM,SWEDEN,WESTERN EUROPE,CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,DM,SK,ANDA AIR Limited Liability Company,Scandinavian Airlines System,YES,M80,MCDONNELL-DOUGLAS,6120,20010301,20010323,13:25,14:40,75,5,3,Y, 12345-- ,AIR,5,,,301.0
GSO,PIEDMONT TRIAD INTERNATIONAL AIRPORT,GREENSBORO/HIGH POINT,UNITED STATES,NORTH AMERICA,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,NW,NW,NORTHWEST AIRLINES INC.,NORTHWEST AIRLINES INC.,NO,D9S,MCDONNELL-DOUGLAS,669,20001101,20001130,9:10,11:01,111,,M, , -----67 ,AIR,2,220.0,0.09,401.0
CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,HAM,HAMBURG AIRPORT,HAMBURG,GERMANY,WESTERN EUROPE,SK,SK,Scandinavian Airlines System,Scandinavian Airlines System,NO,DH4,De Havilland Canada,645,20001101,20001130,8:55,9:50,55,3,4, ,1234567,AIR,7,504.0,0.07,147.0
CAI,CAIRO INTERNATIONAL AIRPORT,CAIRO,EGYPT,NORTH AFRICA,DOH,HAMAD INTERNATIONAL AIRPORT,DOHA,QATAR,GULF,QR,QR,Qatar Airways (Q.C.S.C.),Qatar Airways (Q.C.S.C.),NO,320,AIRBUS,501,20010301,20010331,15:35,20:00,205,,, , -2---6- ,AIR,2,288.0,0.32,1114.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,BRU,BRUSSELS AIRPORT,BRUSSELS,BELGIUM,WESTERN EUROPE,SN,SR,Brussels Airlines,SundAir Gmbh,YES,321,AIRBUS,4064,20010301,20010324,18:30,19:50,80,A,, , 1234567 ,AIR,7,,,260.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,DL,DL,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",NO,757,BOEING,1182,20001101,20001110,16:40,23:50,250,5,, ,1234567,AIR,7,1218.0,2.06,1690.0
NAS,LYNDEN PINDLING INTL AIRPORT,NASSAU,BAHAMAS,CARIBBEAN,RSD,ROCK SOUND INTL AIRPORT,ROCK SOUND,BAHAMAS,CARIBBEAN,UP,UP,"Bahamasair Holdings, Limited","Bahamasair Holdings, Limited",NO,BE9,Beech,342,20001101,20001130,8:00,8:30,30,,, ,1234567,AIR,7,105.0,0.01,73.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,OS,LH,Austrian Airlines AG dba Austrian,Deutsche Lufthansa AG,YES,320,AIRBUS,7210,20001101,20001124,21:20,22:40,80,1,, ,1234567,AIR,7,,,335.0
TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,ADD,BOLE INTERNATIONAL AIRPORT,ADDIS ABABA,ETHIOPIA,EAST AFRICA,ET,ET,Ethiopian Airlines Enterprise,Ethiopian Airlines Enterprise,NO,757,BOEING,475,20001101,20001130,5:30,11:45,315,,, , ------7 ,AIR,1,151.0,0.21,1412.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SBA,SANTA BARBARA MUNICIPAL AIRPORT,SANTA BARBARA,UNITED STATES,NORTH AMERICA,AA,MQ,American Airlines,Envoy Air Inc.,NO,SF3,Saab,3038,20010301,20010331,08:05,08:47,42,4,, , 1234567 ,AIR,7,231.0,0.02,78.0
PNH,PHNOM PENH INTERNATIONAL AIRPORT,PHNOM PENH,CAMBODIA,SOUTHEAST ASIA,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,VJ,VJ,VietJet Aviation Joint Stock Company,VietJet Aviation Joint Stock Company,NO,73S,BOEING,15,20010301,20010331,09:30,12:25,115,,1, , -2----7 ,AIR,2,202.0,0.13,621.0
IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,NORTH AMERICA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NH,UA,All Nippon Airways Co. Ltd.,"United Airlines, Inc.",YES,319,AIRBUS,7211,20001101,20001130,8:00,9:37,217,A,7,Q, 123456- ,AIR,6,,,1201.0
DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,PVR,G. DIAZ ORDAZ INTL AIRPORT,PUERTO VALLARTA,MEXICO,NORTH AMERICA,AA,AA,American Airlines,American Airlines,NO,M80,MCDONNELL-DOUGLAS,369,20010301,20010331,12:46,15:38,172,A,, , 1234567 ,AIR,7,980.0,0.84,860.0
MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,VER,HERIBERTO JARA INTL AIRPORT,VERACRUZ,MEXICO,NORTH AMERICA,LH,MX,Deutsche Lufthansa AG,COMPANIA MEXICANA DE AVIACION,YES,727,BOEING,2626,20001101,20001130,20:15,21:10,55,,,Y, --34--- ,AIR,2,,,165.0
BNA,NASHVILLE INTERNATIONAL AIRPORT,NASHVILLE,UNITED STATES,NORTH AMERICA,PHL,PHILADELPHIA INTERNATIONAL AIRPORT,PHILADELPHIA,UNITED STATES,NORTH AMERICA,US,US,US AIRWAYS INC.,US AIRWAYS INC.,NO,733,BOEING,2249,20001101,20001111,10:02,12:55,113,,B, ,1234567,AIR,7,882.0,0.52,589.0
ALB,ALBANY INTERNATIONAL AIRPORT,ALBANY,UNITED STATES,NORTH AMERICA,PHL,PHILADELPHIA INTERNATIONAL AIRPORT,PHILADELPHIA,UNITED STATES,NORTH AMERICA,US,US,US AIRWAYS INC.,US AIRWAYS INC.,NO,734,BOEING,448,20010301,20010331,11:33,12:41,68,,B, , 1234567 ,AIR,7,1008.0,0.19,192.0
YOW,MACDONALD-CARTIER INTL AIRPORT,OTTAWA,CANADA,NORTH AMERICA,YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,AC,AC,Air Canada,Air Canada,NO,320,AIRBUS,3845,20010301,20010330,11:00,12:04,64,,2, , 123-5-- ,AIR,4,584.0,0.12,198.0
MEU,SERRA DO AREAO AIRPORT,MONTE DOURADO,BRAZIL,SOUTH AMERICA,MCP,ALBERTO ALCOLUMBRE INTL AIRPORT,MACAPA,BRAZIL,SOUTH AMERICA,5P,5P,Small Planet Airlines GmbH,Small Planet Airlines GmbH,NO,EM2,EMBRAER,4556,20001101,20001130,10:20,10:50,30,,, ,1234567,AIR,7,210.0,0.02,107.0
COS,MUNICIPAL AIRPORT,COLORADO SPRINGS,UNITED STATES,NORTH AMERICA,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,NORTH AMERICA,CO,CO,Cobaltair Ltd,Cobaltair Ltd,NO,733,BOEING,1776,20010301,20010330,11:43,14:58,135,,C, , 12345-7 ,AIR,6,744.0,0.53,710.0
SHA,HONGQIAO INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,NGO,CHUBU CENTRAIR INTERNATIONAL AIRPORT,NAGOYA,JAPAN,FAR EAST ASIA,WH,WH,WDL Aviation Gmbh & Co.KG,WDL Aviation Gmbh & Co.KG,NO,312,AIRBUS,297,20001101,20001130,17:30,20:40,130,,, , 1---5-- ,AIR,2,420.0,0.34,811.0
CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,RNN,BORNHOLM AIRPORT,BORNHOLM,DENMARK,WESTERN EUROPE,SK,DM,Scandinavian Airlines System,ANDA AIR Limited Liability Company,YES,737,BOEING,8485,20010303,20010303,09:50,10:20,30,1,, , -----6- ,AIR,1,,,78.0
BWI,BALTIMORE/WASHINGTON INTL AIRPORT,WASHINGTON,UNITED STATES,NORTH AMERICA,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,US,US,US AIRWAYS INC.,US AIRWAYS INC.,NO,73M,BOEING,2714,20001101,20001110,13:15,15:11,116,,, , 12345-7 ,AIR,6,666.0,0.34,507.0
YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,AS,QX,Alaska Airlines,Horizon Air Industries Inc.,NO,DH8,De Havilland Canada,2049,20001101,20001130,17:00,17:50,50,M,, ,1234567,AIR,7,259.0,0.03,115.0
BCN,BARCELONA AIRPORT,BARCELONA,SPAIN,WESTERN EUROPE,MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,UA,JK,"United Airlines, Inc.",Aerolinea Del Caribe S.A. dba Aercaribe S.A.,YES,M83,MCDONNELL-DOUGLAS,4565,20001101,20001130,11:20,12:30,70,B,2,Y, 123-5-- ,AIR,4,,,272.0
CLE,HOPKINS INTERNATIONAL AIRPORT,CLEVELAND,UNITED STATES,NORTH AMERICA,LAN,CAPITAL REGION INTERNATIONAL AIRPORT,LANSING,UNITED STATES,NORTH AMERICA,CO,CO,Cobaltair Ltd,Cobaltair Ltd,NO,ATR,ATR,3129,20001104,20001130,15:00,16:10,70,,, , -----6- ,AIR,1,46.0,0.01,145.0
SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,NORTH AMERICA,WN,WN,Southwest Airlines Co,Southwest Airlines Co,NO,73G,BOEING,1481,20010301,20010331,15:35,18:25,110,,, , 1234567 ,AIR,7,959.0,0.54,565.0
SKG,MAKEDONIA AIRPORT,THESSALONIKI,GREECE,WESTERN EUROPE,TXL,TEGEL AIRPORT,BERLIN,GERMANY,WESTERN EUROPE,OA,OA,Olympic Air,Olympic Air,NO,717,BOEING,163,20001103,20001130,11:00,12:20,140,,, , ----5-- ,AIR,1,117.0,0.1,831.0
OPO,PORTO AIRPORT,PORTO,PORTUGAL,WESTERN EUROPE,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,737,BOEING,4297,20010301,20010314,16:20,20:15,175,,1, , 1--45-7 ,AIR,4,488.0,0.44,901.0
LBB,PRESTON SMITH INTERNATIONAL AIRPORT,LUBBOCK,UNITED STATES,NORTH AMERICA,DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,AA,MQ,American Airlines,Envoy Air Inc.,NO,AT7,ATR,3810,20001101,20001121,5:40,7:06,86,,A, ,1234567,AIR,7,448.0,0.11,245.0
PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,NORTH AMERICA,LGB,DAUGHERTY FIELD AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,CO,HP,Cobaltair Ltd,Amapola Flyg AB,YES,733,BOEING,2212,20010301,20010331,14:30,14:47,77,4,,Y, 1234567 ,AIR,7,,,304.0
