,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED
10454,2016,4,12,5,1,DL,N911DA,356,ATL,MSP,2105,2111.0,6.0,0.0,2250,2231.0,-19.0,0.0,0.0
10696,2016,4,12,14,3,DL,N999DN,2830,MSP,ATL,1114,1116.0,2.0,0.0,1447,1430.0,-17.0,0.0,0.0
10713,2016,4,12,14,3,DL,N922DX,2088,ATL,MSP,1210,1252.0,42.0,1.0,1350,1427.0,37.0,1.0,0.0
11093,2016,4,12,26,1,DL,N987AT,2645,JFK,DTW,910,919.0,9.0,0.0,1130,1136.0,6.0,0.0,0.0
10869,2016,4,12,19,1,DL,N927DA,2830,MSP,ATL,1110,1117.0,7.0,0.0,1444,1437.0,-7.0,0.0,0.0
10285,2016,4,11,2,3,DL,N585NW,546,DTW,ATL,2025,2027.0,2.0,0.0,2233,2216.0,-17.0,0.0,0.0
10356,2016,4,12,2,5,DL,N334NB,429,JFK,MSP,715,710.0,-5.0,0.0,935,923.0,-12.0,0.0,0.0
10492,2016,4,12,6,2,DL,N816DN,1166,ATL,DTW,1635,1655.0,20.0,1.0,1838,1848.0,10.0,0.0,0.0
10714,2016,4,12,14,3,DL,N924DN,2219,DTW,MSP,1000,1019.0,19.0,1.0,1057,1119.0,22.0,1.0,0.0
10986,2016,4,12,23,5,DL,N3760C,1997,SEA,JFK,2259,2307.0,8.0,0.0,720,715.0,-5.0,0.0,0.0
10241,2016,4,11,27,7,DL,N808DN,946,ATL,MSP,2220,2217.0,-3.0,0.0,2359,2344.0,-15.0,0.0,0.0
10051,2016,4,11,25,5,DL,N832DN,469,JFK,ATL,830,828.0,-2.0,0.0,1113,1039.0,-34.0,0.0,0.0
10321,2016,4,11,4,5,DL,N918DH,535,ATL,DTW,1905,1902.0,-3.0,0.0,2108,2105.0,-3.0,0.0,0.0
10966,2016,4,12,24,6,DL,N3750D,1166,ATL,DTW,1628,1629.0,1.0,0.0,1826,1810.0,-16.0,0.0,0.0
10022,2016,4,11,25,5,DL,N3756,2459,ATL,DTW,2112,2107.0,-5.0,0.0,2312,2249.0,-23.0,0.0,0.0
10791,2016,4,12,18,7,DL,N3735D,453,JFK,ATL,1335,1621.0,166.0,1.0,1615,1926.0,191.0,1.0,0.0
10111,2016,4,11,29,2,DL,N321US,426,MSP,DTW,630,627.0,-3.0,0.0,915,908.0,-7.0,0.0,0.0
10933,2016,4,12,22,4,DL,N947AT,1900,MSP,DTW,1027,1031.0,4.0,0.0,1312,1255.0,-17.0,0.0,0.0
10289,2016,4,11,2,3,DL,N586NW,888,ATL,MSP,1950,1950.0,0.0,0.0,2130,2135.0,5.0,0.0,0.0
10734,2016,4,12,15,4,DL,N867DN,1770,SEA,MSP,1525,1559.0,34.0,1.0,2046,2038.0,-8.0,0.0,0.0
10384,2016,4,12,1,4,DL,N6703D,1563,MSP,ATL,730,726.0,-4.0,0.0,1104,1044.0,-20.0,0.0,0.0
10024,2016,4,11,26,6,DL,N823DN,39,DTW,SEA,825,824.0,-1.0,0.0,1038,1034.0,-4.0,0.0,0.0
11000,2016,4,12,25,7,DL,N695DL,1108,MSP,ATL,1515,1519.0,4.0,0.0,1845,1843.0,-2.0,0.0,0.0
10721,2016,4,12,15,4,DL,N338NW,2253,MSP,SEA,1755,1810.0,15.0,1.0,1953,2032.0,39.0,1.0,0.0
10205,2016,4,11,7,1,DL,N862DN,1747,DTW,SEA,1555,1551.0,-4.0,0.0,1804,1724.0,-40.0,0.0,0.0
10615,2016,4,12,11,7,DL,N359NW,1470,DTW,MSP,1755,1943.0,108.0,1.0,1857,2106.0,129.0,1.0,0.0
10156,2016,4,11,28,1,DL,N825DN,2538,MSP,SEA,800,758.0,-2.0,0.0,955,914.0,-41.0,0.0,0.0
10040,2016,4,11,24,4,DL,N6706Q,2088,ATL,MSP,1210,1206.0,-4.0,0.0,1347,1340.0,-7.0,0.0,0.0
10592,2016,4,12,10,6,DL,N3748Y,1747,DTW,SEA,1545,1552.0,7.0,0.0,1750,1811.0,21.0,1.0,0.0
10259,2016,4,11,1,2,DL,N364NB,2492,MSP,JFK,1453,1503.0,10.0,0.0,1845,1834.0,-11.0,0.0,0.0
10697,2016,4,12,15,4,DL,N856DN,38,SEA,DTW,935,930.0,-5.0,0.0,1655,1554.0,-61.0,0.0,0.0
10614,2016,4,12,11,7,DL,N866DN,1357,MSP,DTW,1745,2135.0,230.0,1.0,2035,44.0,249.0,1.0,0.0
10318,2016,4,11,4,5,DL,N380DA,440,JFK,ATL,615,609.0,-6.0,0.0,843,814.0,-29.0,0.0,0.0
10447,2016,4,12,4,7,DL,N397DA,2374,SEA,ATL,2255,2248.0,-7.0,0.0,634,630.0,-4.0,0.0,0.0
10101,2016,4,11,28,1,DL,N624AG,412,JFK,SEA,800,758.0,-2.0,0.0,1129,1036.0,-53.0,0.0,0.0
10004,2016,4,11,25,5,DL,N545US,1108,MSP,ATL,1515,1514.0,-1.0,0.0,1846,1830.0,-16.0,0.0,0.0
11148,2016,4,12,30,5,DL,N809DN,2424,SEA,DTW,1406,1422.0,16.0,1.0,2125,2115.0,-10.0,0.0,0.0
10620,2016,4,12,11,7,DL,N923DL,1750,ATL,JFK,2105,2106.0,1.0,0.0,2331,2329.0,-2.0,0.0,0.0
10408,2016,4,12,3,6,DL,N865DN,1991,MSP,ATL,520,515.0,-5.0,0.0,847,833.0,-14.0,0.0,0.0
10743,2016,4,12,16,5,DL,N688DL,201,ATL,MSP,845,904.0,19.0,1.0,1024,1041.0,17.0,1.0,0.0
10723,2016,4,12,15,4,DL,N389DA,2374,SEA,ATL,2255,2251.0,-4.0,0.0,634,555.0,-39.0,0.0,0.0
10376,2016,4,12,2,5,DL,N858DZ,1770,SEA,MSP,1525,1526.0,1.0,0.0,2046,2039.0,-7.0,0.0,0.0
10299,2016,4,11,3,4,DL,N684DA,748,ATL,DTW,1055,1055.0,0.0,0.0,1254,1246.0,-8.0,0.0,0.0
10423,2016,4,12,4,7,DL,N860DN,589,MSP,SEA,900,901.0,1.0,0.0,1053,1055.0,2.0,0.0,0.0
11060,2016,4,12,28,3,DL,N349NW,1470,DTW,MSP,1750,1804.0,14.0,0.0,1853,1902.0,9.0,0.0,0.0
10834,2016,4,12,20,2,DL,N539US,2329,ATL,SEA,1340,1341.0,1.0,0.0,1615,1622.0,7.0,0.0,0.0
10425,2016,4,12,5,1,DL,N980DL,420,ATL,JFK,1212,1217.0,5.0,0.0,1430,1428.0,-2.0,0.0,0.0
10772,2016,4,12,17,6,DL,N697DL,1770,SEA,MSP,1525,1552.0,27.0,1.0,2046,2054.0,8.0,0.0,0.0
10480,2016,4,12,6,2,DL,N360NW,2219,DTW,MSP,1000,958.0,-2.0,0.0,1057,1118.0,21.0,1.0,0.0
11214,2016,4,12,16,5,DL,N697DL,1563,MSP,ATL,730,751.0,21.0,1.0,1104,1113.0,9.0,0.0,0.0
11171,2016,4,12,30,5,DL,N687DL,1338,DTW,ATL,1345,1342.0,-3.0,0.0,1553,1532.0,-21.0,0.0,0.0
10536,2016,4,12,9,5,DL,N965DN,356,ATL,MSP,2105,2121.0,16.0,1.0,2250,2302.0,12.0,0.0,0.0
10436,2016,4,12,4,7,DL,N553NW,1513,DTW,ATL,1634,1632.0,-2.0,0.0,1840,1848.0,8.0,0.0,0.0
10164,2016,4,11,30,3,DL,N957DN,1260,MSP,DTW,849,849.0,0.0,0.0,1130,1130.0,0.0,0.0,0.0
10562,2016,4,12,9,5,DL,N848DN,2329,ATL,SEA,1305,1304.0,-1.0,0.0,1540,1551.0,11.0,0.0,0.0
10577,2016,4,12,11,7,DL,N923DN,356,ATL,MSP,2105,2122.0,17.0,1.0,2250,2259.0,9.0,0.0,0.0
11107,2016,4,12,28,3,DL,N972AT,421,DTW,JFK,1955,1955.0,0.0,0.0,2145,2132.0,-13.0,0.0,0.0
10028,2016,4,11,26,6,DL,N971DL,420,ATL,JFK,1215,1210.0,-5.0,0.0,1433,1415.0,-18.0,0.0,0.0
10703,2016,4,12,15,4,DL,N959AT,438,JFK,MSP,1610,1607.0,-3.0,0.0,1834,1855.0,21.0,1.0,0.0
11073,2016,4,12,27,2,DL,N816DN,2308,MSP,SEA,1944,1956.0,12.0,0.0,2145,2139.0,-6.0,0.0,0.0
11216,2016,4,12,28,3,DL,N918DH,2597,MSP,ATL,630,630.0,0.0,0.0,1005,954.0,-11.0,0.0,0.0
10479,2016,4,12,6,2,DL,N557NW,2060,ATL,DTW,1055,1105.0,10.0,0.0,1250,1306.0,16.0,1.0,0.0
10812,2016,4,12,18,7,DL,N950DN,1415,ATL,MSP,1745,1820.0,35.0,1.0,1931,1950.0,19.0,1.0,0.0
10339,2016,4,12,1,4,DL,N915DL,42,ATL,JFK,1538,1615.0,37.0,1.0,1759,1808.0,9.0,0.0,0.0
10398,2016,4,12,3,6,DL,N323US,1529,DTW,ATL,1955,1952.0,-3.0,0.0,2202,2148.0,-14.0,0.0,0.0
10526,2016,4,12,8,4,DL,N806DN,200,MSP,ATL,1300,1259.0,-1.0,0.0,1634,1626.0,-8.0,0.0,0.0
10044,2016,4,11,24,4,DL,N861DN,2597,MSP,ATL,630,629.0,-1.0,0.0,1001,940.0,-21.0,0.0,0.0
10972,2016,4,12,16,5,DL,N314DN,2219,DTW,MSP,1000,1030.0,30.0,1.0,1057,1149.0,52.0,1.0,0.0
10880,2016,4,12,21,3,DL,N3739P,256,ATL,DTW,2225,2226.0,1.0,0.0,20,23.0,3.0,0.0,0.0
11168,2016,4,12,30,5,DL,N947DL,984,ATL,JFK,2055,2053.0,-2.0,0.0,2315,2330.0,15.0,1.0,0.0
10682,2016,4,12,13,2,DL,N723TW,2350,ATL,JFK,810,810.0,0.0,0.0,1022,1002.0,-20.0,0.0,0.0
10680,2016,4,12,13,2,DL,N805DN,2221,MSP,SEA,1120,1123.0,3.0,0.0,1311,1318.0,7.0,0.0,0.0
11136,2016,4,12,29,4,DL,N814DN,1770,SEA,MSP,1525,1531.0,6.0,0.0,2046,2021.0,-25.0,0.0,0.0
10155,2016,4,11,28,1,DL,N858DZ,2440,SEA,MSP,25,25.0,0.0,0.0,542,531.0,-11.0,0.0,0.0
11034,2016,4,12,27,2,DL,N710TW,2374,SEA,ATL,2330,2329.0,-1.0,0.0,710,642.0,-28.0,0.0,0.0
10808,2016,4,12,17,6,DL,N673DL,1338,DTW,ATL,1345,1343.0,-2.0,0.0,1553,1549.0,-4.0,0.0,0.0
10057,2016,4,11,26,6,DL,N6704Z,1250,SEA,JFK,740,738.0,-2.0,0.0,1604,1526.0,-38.0,0.0,0.0
11131,2016,4,12,28,3,DL,N588NW,1625,ATL,DTW,1355,1436.0,41.0,1.0,1553,1622.0,29.0,1.0,0.0
10725,2016,4,12,14,3,DL,N852DN,1415,ATL,MSP,1725,1729.0,4.0,0.0,1910,1915.0,5.0,0.0,0.0
11046,2016,4,12,27,2,DL,N548US,555,SEA,ATL,900,900.0,0.0,0.0,1650,1617.0,-33.0,0.0,0.0
10960,2016,4,12,24,6,DL,N708DN,477,JFK,ATL,1730,1735.0,5.0,0.0,2009,1935.0,-34.0,0.0,0.0
10626,2016,4,12,12,1,DL,N818DA,39,DTW,SEA,826,908.0,42.0,1.0,1039,1136.0,57.0,1.0,0.0
11108,2016,4,12,28,3,DL,N3734B,453,JFK,ATL,1335,1326.0,-9.0,0.0,1615,1551.0,-24.0,0.0,0.0
10189,2016,4,11,30,3,DL,N953DN,946,ATL,MSP,2220,2219.0,-1.0,0.0,2359,2346.0,-13.0,0.0,0.0
11156,2016,4,12,31,6,DL,N3759,425,JFK,SEA,1500,1546.0,46.0,1.0,1823,1921.0,58.0,1.0,0.0
11014,2016,4,12,26,1,DL,N995DL,420,ATL,JFK,1212,1241.0,29.0,1.0,1431,1438.0,7.0,0.0,0.0
10553,2016,4,12,8,4,DL,N858DZ,2308,SEA,MSP,1330,1347.0,17.0,1.0,1855,1856.0,1.0,0.0,0.0
10163,2016,4,11,30,3,DL,N360NW,1130,DTW,ATL,1910,1907.0,-3.0,0.0,2114,2117.0,3.0,0.0,0.0
11140,2016,4,12,29,4,DL,N957DN,2127,ATL,MSP,2040,2038.0,-2.0,0.0,2223,2212.0,-11.0,0.0,0.0
10467,2016,4,12,6,2,DL,N865DN,589,MSP,SEA,900,859.0,-1.0,0.0,1053,1023.0,-30.0,0.0,0.0
10165,2016,4,11,30,3,DL,N582NW,1357,MSP,DTW,1745,1743.0,-2.0,0.0,2035,2014.0,-21.0,0.0,0.0
10515,2016,4,12,8,4,DL,N588NW,1108,MSP,ATL,1510,1511.0,1.0,0.0,1843,1831.0,-12.0,0.0,0.0
10664,2016,4,12,13,2,DL,N348NB,1750,ATL,JFK,2105,2144.0,39.0,1.0,2328,2336.0,8.0,0.0,0.0
10061,2016,4,11,26,6,DL,N591NW,1529,DTW,ATL,2020,2020.0,0.0,0.0,2231,2207.0,-24.0,0.0,0.0
10136,2016,4,11,1,2,DL,N984DL,43,JFK,ATL,1525,1552.0,27.0,1.0,1802,1824.0,22.0,1.0,0.0
11008,2016,4,12,25,7,DL,N834DN,2610,ATL,MSP,728,725.0,-3.0,0.0,904,847.0,-17.0,0.0,0.0
10942,2016,4,12,22,4,DL,N362NB,2620,MSP,JFK,1950,1949.0,-1.0,0.0,2338,2317.0,-21.0,0.0,0.0
11051,2016,4,12,27,2,DL,N829DN,1107,ATL,SEA,2119,2119.0,0.0,0.0,2353,2346.0,-7.0,0.0,0.0
10609,2016,4,12,10,6,DL,N861DA,468,ATL,JFK,1720,1732.0,12.0,0.0,1945,1936.0,-9.0,0.0,0.0
10081,2016,4,11,17,4,DL,N867DN,1085,MSP,DTW,2015,2012.0,-3.0,0.0,2300,2247.0,-13.0,0.0,0.0
10341,2016,4,12,1,4,DL,N840DN,200,MSP,ATL,1300,1303.0,3.0,0.0,1634,1615.0,-19.0,0.0,0.0
10032,2016,4,11,26,6,DL,N853DN,589,MSP,SEA,905,904.0,-1.0,0.0,1056,1049.0,-7.0,0.0,0.0
10133,2016,4,11,29,2,DL,N855DN,1783,DTW,SEA,1215,1214.0,-1.0,0.0,1425,1334.0,-51.0,0.0,0.0
10982,2016,4,12,24,6,DL,N366NB,2219,DTW,MSP,1005,1000.0,-5.0,0.0,1106,1051.0,-15.0,0.0,0.0
10925,2016,4,12,22,4,DL,N593NW,1260,MSP,DTW,825,829.0,4.0,0.0,1111,1108.0,-3.0,0.0,0.0
10871,2016,4,12,20,2,DL,N590NW,87,DTW,MSP,1545,1610.0,25.0,1.0,1651,1706.0,15.0,1.0,0.0
11226,2016,4,12,30,5,DL,N940DL,1715,DTW,ATL,1005,1003.0,-2.0,0.0,1223,1148.0,-35.0,0.0,0.0
11061,2016,4,12,28,3,DL,N914DL,1529,DTW,ATL,2028,2028.0,0.0,0.0,2245,2231.0,-14.0,0.0,0.0
10971,2016,4,12,16,5,DL,N942DN,2088,ATL,MSP,1210,1208.0,-2.0,0.0,1350,1342.0,-8.0,0.0,0.0
10149,2016,4,11,30,3,DL,N954DN,94,DTW,ATL,1205,1202.0,-3.0,0.0,1413,1413.0,0.0,0.0,0.0
10890,2016,4,12,21,3,DL,N584NW,1260,MSP,DTW,825,824.0,-1.0,0.0,1111,1054.0,-17.0,0.0,0.0
11145,2016,4,12,31,6,DL,N1612T,1144,SEA,ATL,1015,1106.0,51.0,1.0,1806,1824.0,18.0,1.0,0.0
10258,2016,4,11,1,2,DL,N391DA,2350,ATL,JFK,810,808.0,-2.0,0.0,1024,1016.0,-8.0,0.0,0.0
10733,2016,4,12,15,4,DL,N667DN,1715,DTW,ATL,1020,1035.0,15.0,1.0,1225,1227.0,2.0,0.0,0.0
10219,2016,4,11,19,6,DL,N914DL,2350,ATL,JFK,810,808.0,-2.0,0.0,1020,1007.0,-13.0,0.0,0.0
11079,2016,4,12,24,6,DL,N673DL,2610,ATL,MSP,725,726.0,1.0,0.0,900,856.0,-4.0,0.0,0.0
10708,2016,4,12,13,2,DL,N333NW,1819,ATL,DTW,2220,2218.0,-2.0,0.0,22,2350.0,-32.0,0.0,0.0
10946,2016,4,12,23,5,DL,N659DL,95,ATL,DTW,1210,1208.0,-2.0,0.0,1410,1401.0,-9.0,0.0,0.0
11035,2016,4,12,27,2,DL,N344NW,2469,ATL,DTW,1100,1059.0,-1.0,0.0,1259,1249.0,-10.0,0.0,0.0
11223,2016,4,12,30,5,DL,N703TW,1410,SEA,JFK,1315,1312.0,-3.0,0.0,2137,2102.0,-35.0,0.0,0.0
10085,2016,4,11,27,7,DL,N359NW,1130,DTW,ATL,1900,2009.0,69.0,1.0,2104,2159.0,55.0,1.0,0.0
10590,2016,4,12,10,6,DL,N698DL,1528,ATL,MSP,1630,1630.0,0.0,0.0,1814,1810.0,-4.0,0.0,0.0
10336,2016,4,12,23,5,DL,N905DA,1549,MSP,ATL,1730,1731.0,1.0,0.0,2115,2101.0,-14.0,0.0,0.0
11172,2016,4,12,31,6,DL,N583NW,2440,SEA,MSP,30,28.0,-2.0,0.0,547,537.0,-10.0,0.0,0.0
10779,2016,4,12,17,6,DL,N706TW,2350,ATL,JFK,830,827.0,-3.0,0.0,1037,1208.0,91.0,1.0,0.0
10107,2016,4,11,28,1,DL,N807DN,952,SEA,ATL,1215,1221.0,6.0,0.0,2010,1956.0,-14.0,0.0,0.0
10370,2016,4,12,2,5,DL,N930DN,1260,MSP,DTW,849,847.0,-2.0,0.0,1130,1122.0,-8.0,0.0,0.0
10963,2016,4,12,24,6,DL,N945DL,902,ATL,DTW,1458,1527.0,29.0,1.0,1659,1713.0,14.0,0.0,0.0
10616,2016,4,12,11,7,DL,N6704Z,1528,ATL,MSP,1630,1627.0,-3.0,0.0,1816,1758.0,-18.0,0.0,0.0
10931,2016,4,12,22,4,DL,N817DN,1768,SEA,MSP,815,815.0,0.0,0.0,1342,1326.0,-16.0,0.0,0.0
10934,2016,4,12,22,4,DL,N815DN,1997,SEA,JFK,2254,2257.0,3.0,0.0,710,652.0,-18.0,0.0,0.0
10125,2016,4,11,28,1,DL,N3745B,1750,ATL,JFK,2110,2117.0,7.0,0.0,2336,2332.0,-4.0,0.0,0.0
10886,2016,4,12,21,3,DL,N944DN,761,ATL,MSP,1205,1200.0,-5.0,0.0,1350,1338.0,-12.0,0.0,0.0
10296,2016,4,11,3,4,DL,N623DL,528,DTW,ATL,1549,1556.0,7.0,0.0,1759,1748.0,-11.0,0.0,0.0
11029,2016,4,12,26,1,DL,N963DL,1529,DTW,ATL,2028,2030.0,2.0,0.0,2245,2240.0,-5.0,0.0,0.0
10662,2016,4,12,13,2,DL,N976DL,1549,MSP,ATL,1745,1745.0,0.0,0.0,2125,2105.0,-20.0,0.0,0.0
10923,2016,4,12,21,3,DL,N859DN,2287,MSP,ATL,1905,1905.0,0.0,0.0,2244,2222.0,-22.0,0.0,0.0
11224,2016,4,12,30,5,DL,N320US,1476,DTW,MSP,1345,1413.0,28.0,1.0,1445,1511.0,26.0,1.0,0.0
11185,2016,4,12,3,6,DL,N360NB,38,SEA,DTW,935,938.0,3.0,0.0,1654,1636.0,-18.0,0.0,0.0
11219,2016,4,12,29,4,DL,N586NW,39,DTW,SEA,831,834.0,3.0,0.0,1043,1046.0,3.0,0.0,0.0
10073,2016,4,11,27,7,DL,N825DN,2237,MSP,SEA,1530,1524.0,-6.0,0.0,1719,1703.0,-16.0,0.0,0.0
10390,2016,4,12,2,5,DL,N943AT,2456,MSP,JFK,1025,1021.0,-4.0,0.0,1412,1345.0,-27.0,0.0,0.0
11085,2016,4,12,26,1,DL,N807DN,1991,MSP,ATL,520,517.0,-3.0,0.0,857,845.0,-12.0,0.0,0.0
10046,2016,4,11,25,5,DL,N354NB,86,MSP,DTW,1335,1331.0,-4.0,0.0,1616,1612.0,-4.0,0.0,0.0
10916,2016,4,12,23,5,DL,N717TW,1100,ATL,SEA,1925,1924.0,-1.0,0.0,2207,2223.0,16.0,1.0,0.0
10288,2016,4,11,2,3,DL,N917DN,784,ATL,MSP,845,842.0,-3.0,0.0,1027,1016.0,-11.0,0.0,0.0
11088,2016,4,12,26,1,DL,N822DN,2263,DTW,SEA,1750,1914.0,84.0,1.0,1954,2127.0,93.0,1.0,0.0
10098,2016,4,11,28,1,DL,N939AT,42,ATL,JFK,1540,1539.0,-1.0,0.0,1759,1758.0,-1.0,0.0,0.0
10574,2016,4,12,11,7,DL,N913DL,43,JFK,ATL,1530,1525.0,-5.0,0.0,1818,1744.0,-34.0,0.0,0.0
10445,2016,4,12,5,1,DL,N802DN,1819,ATL,DTW,2220,2219.0,-1.0,0.0,22,2352.0,-30.0,0.0,0.0
11106,2016,4,12,28,3,DL,N375DA,269,SEA,ATL,1445,1506.0,21.0,1.0,2232,2209.0,-23.0,0.0,0.0
10389,2016,4,12,2,5,DL,N328NW,2359,DTW,MSP,1200,1158.0,-2.0,0.0,1257,1241.0,-16.0,0.0,0.0
11115,2016,4,12,29,4,DL,N927AT,421,DTW,JFK,1955,1954.0,-1.0,0.0,2145,2153.0,8.0,0.0,0.0
10147,2016,4,11,30,3,DL,N930DL,23,ATL,MSP,1050,1049.0,-1.0,0.0,1228,1218.0,-10.0,0.0,0.0
10961,2016,4,12,24,6,DL,N323NB,603,DTW,MSP,2009,2010.0,1.0,0.0,2113,2105.0,-8.0,0.0,0.0
10824,2016,4,12,19,1,DL,N923DN,2345,MSP,ATL,955,954.0,-1.0,0.0,1336,1311.0,-25.0,0.0,0.0
10610,2016,4,12,10,6,DL,N855DN,555,SEA,ATL,800,800.0,0.0,0.0,1545,1513.0,-32.0,0.0,0.0
11094,2016,4,12,26,1,DL,N967DL,2836,ATL,MSP,1045,1142.0,57.0,1.0,1228,1339.0,71.0,1.0,0.0
10932,2016,4,12,22,4,DL,N965DN,1815,MSP,ATL,855,853.0,-2.0,0.0,1238,1158.0,-40.0,0.0,0.0
10279,2016,4,11,2,3,DL,N583NW,177,ATL,MSP,1501,1500.0,-1.0,0.0,1649,1651.0,2.0,0.0,0.0
10461,2016,4,12,6,2,DL,N686DA,201,ATL,MSP,845,842.0,-3.0,0.0,1024,1006.0,-18.0,0.0,0.0
10667,2016,4,12,12,1,DL,N396DA,1747,DTW,SEA,1545,1659.0,74.0,1.0,1754,1859.0,65.0,1.0,0.0
11184,2016,4,12,2,5,DL,N923AT,2645,JFK,DTW,914,910.0,-4.0,0.0,1130,1055.0,-35.0,0.0,0.0
10508,2016,4,12,7,3,DL,N547US,632,ATL,MSP,1340,1335.0,-5.0,0.0,1518,1502.0,-16.0,0.0,0.0
11194,2016,4,12,8,4,DL,N928DN,1815,MSP,ATL,905,904.0,-1.0,0.0,1241,1220.0,-21.0,0.0,0.0
10427,2016,4,12,5,1,DL,N931DL,469,JFK,ATL,830,835.0,5.0,0.0,1115,1115.0,0.0,0.0,0.0
10937,2016,4,12,22,4,DL,N808DN,2221,MSP,SEA,1119,1117.0,-2.0,0.0,1311,1259.0,-12.0,0.0,0.0
10240,2016,4,11,27,7,DL,N581NW,846,DTW,MSP,2020,2043.0,23.0,1.0,2123,2139.0,16.0,1.0,0.0
10606,2016,4,12,10,6,DL,N954AT,220,JFK,ATL,1925,1951.0,26.0,1.0,2208,2224.0,16.0,1.0,0.0
10221,2016,4,11,19,6,DL,N339NB,2620,MSP,JFK,1943,1942.0,-1.0,0.0,2326,2311.0,-15.0,0.0,0.0
10459,2016,4,12,6,2,DL,N935DL,43,JFK,ATL,1530,1525.0,-5.0,0.0,1818,1800.0,-18.0,0.0,0.0
10566,2016,4,12,5,1,DL,N545US,902,ATL,DTW,1455,1508.0,13.0,0.0,1700,1651.0,-9.0,0.0,0.0
10510,2016,4,12,7,3,DL,N818DA,967,ATL,SEA,1115,1112.0,-3.0,0.0,1346,1342.0,-4.0,0.0,0.0
10707,2016,4,12,15,4,DL,N811DZ,721,SEA,MSP,645,643.0,-2.0,0.0,1205,1140.0,-25.0,0.0,0.0
10985,2016,4,12,23,5,DL,N925AT,1900,MSP,DTW,1027,1042.0,15.0,1.0,1312,1311.0,-1.0,0.0,0.0
10511,2016,4,12,7,3,DL,N317US,1130,DTW,ATL,1910,1905.0,-5.0,0.0,2114,2113.0,-1.0,0.0,0.0
11124,2016,4,12,29,4,DL,N823DX,1166,ATL,DTW,1628,1625.0,-3.0,0.0,1828,1819.0,-9.0,0.0,0.0
10661,2016,4,12,13,2,DL,N867DN,1495,MSP,SEA,1950,1955.0,5.0,0.0,2145,2148.0,3.0,0.0,0.0
11010,2016,4,12,26,1,DL,N6700,38,SEA,DTW,950,951.0,1.0,0.0,1710,1710.0,0.0,0.0,0.0
10631,2016,4,12,12,1,DL,N386DA,428,JFK,SEA,1335,1352.0,17.0,1.0,1654,1709.0,15.0,1.0,0.0
10965,2016,4,12,24,6,DL,N824DN,1100,ATL,SEA,1925,1924.0,-1.0,0.0,2205,2139.0,-26.0,0.0,0.0
10819,2016,4,12,18,7,DL,N6704Z,2047,MSP,ATL,730,731.0,1.0,0.0,1108,1106.0,-2.0,0.0,0.0
10041,2016,4,11,24,4,DL,N846DN,2221,MSP,SEA,1115,1114.0,-1.0,0.0,1304,1254.0,-10.0,0.0,0.0
10851,2016,4,12,19,1,DL,N3754A,453,JFK,ATL,1335,1334.0,-1.0,0.0,1615,1620.0,5.0,0.0,0.0
10973,2016,4,12,16,5,DL,N860DN,2263,DTW,SEA,1958,2013.0,15.0,1.0,2203,2241.0,38.0,1.0,0.0
10253,2016,4,11,1,2,DL,N900PC,1856,MSP,DTW,1530,1529.0,-1.0,0.0,1811,1757.0,-14.0,0.0,0.0
10218,2016,4,11,19,6,DL,N892AT,2300,JFK,MSP,1840,1839.0,-1.0,0.0,2104,2041.0,-23.0,0.0,0.0
10359,2016,4,12,2,5,DL,N835DN,588,SEA,MSP,1134,1134.0,0.0,0.0,1700,1656.0,-4.0,0.0,0.0
11082,2016,4,12,25,7,DL,N341NB,53,MSP,DTW,1535,2003.0,268.0,1.0,1811,2240.0,269.0,1.0,0.0
10737,2016,4,12,15,4,DL,N832DN,2424,SEA,DTW,1406,1431.0,25.0,1.0,2125,2059.0,-26.0,0.0,0.0
10567,2016,4,12,5,1,DL,N826DN,967,ATL,SEA,1115,1126.0,11.0,0.0,1346,1343.0,-3.0,0.0,0.0
11215,2016,4,12,28,3,DL,N589NW,2440,SEA,MSP,30,29.0,-1.0,0.0,548,511.0,-37.0,0.0,0.0
11037,2016,4,12,27,2,DL,N312DN,2819,MSP,ATL,1627,1631.0,4.0,0.0,2003,1951.0,-12.0,0.0,0.0
10315,2016,4,11,4,5,DL,N921DN,201,ATL,MSP,1050,1046.0,-4.0,0.0,1230,1210.0,-20.0,0.0,0.0
10272,2016,4,11,3,4,DL,N346NB,2492,MSP,JFK,1453,1450.0,-3.0,0.0,1845,1830.0,-15.0,0.0,0.0
10607,2016,4,12,10,6,DL,N942DL,420,ATL,JFK,1410,1409.0,-1.0,0.0,1628,1600.0,-28.0,0.0,0.0
10238,2016,4,11,27,7,DL,N710TW,491,JFK,SEA,1105,1103.0,-2.0,0.0,1422,1404.0,-18.0,0.0,0.0
10117,2016,4,11,29,2,DL,N925DN,946,ATL,MSP,2220,2219.0,-1.0,0.0,2359,2343.0,-16.0,0.0,0.0
10883,2016,4,12,21,3,DL,N703TW,464,JFK,SEA,800,801.0,1.0,0.0,1130,1142.0,12.0,0.0,0.0
10175,2016,4,11,30,3,DL,N862DN,2237,MSP,SEA,1530,1529.0,-1.0,0.0,1719,1652.0,-27.0,0.0,0.0
